politician_id,name,party,x,y
183247,Marcel Bauer,Die Linke,15.5900955,3.199903
79455,Bärbel Bas,SPD,-1.0383915,11.667915
79454,Dietmar Bartsch,Die Linke,15.032537,3.1785097
78884,Sören Bartol,SPD,0.32142913,12.70125
79465,Thomas Bareiß,CDU/CSU,-1.7498542,12.182266
145959,Felix Banaszak,BÜNDNIS 90/­DIE GRÜNEN,12.069855,-4.4682984
183520,Adam Balten,AfD,-0.24069953,-7.622577
175416,Daniel Baldy,SPD,-1.7620293,12.014575
120254,Lisa Badum,BÜNDNIS 90/­DIE GRÜNEN,11.854655,-4.0580707
175907,Carolin Bachmann,AfD,7.9588046,-14.672067
165055,Cornell-Anette Babendererde,CDU/CSU,-1.4870156,12.077735
120442,Peter Aumer,CDU/CSU,-1.805977,12.166068
78810,Artur Auernhammer,CDU/CSU,-1.6076728,12.285061
175526,Andreas Audretsch,BÜNDNIS 90/­DIE GRÜNEN,11.893787,-4.1048822
182861,Tijen Ataoğlu,CDU/CSU,-1.7396033,12.291943
183082,Ayse Asar,BÜNDNIS 90/­DIE GRÜNEN,11.87795,-4.09323
108373,Alexander Arpaschi,AfD,0.25334626,-7.38719
183266,Michael „Moses“ Arndt,Die Linke,14.421051,3.053551
139271,Luise Amtsberg,BÜNDNIS 90/­DIE GRÜNEN,11.809207,-4.028111
145862,Philipp Amthor,CDU/CSU,-1.6500367,11.816256
145885,Norbert Maria Altenkamp,CDU/CSU,-1.0861723,11.8000145
183004,Alaa Alhamwi,BÜNDNIS 90/­DIE GRÜNEN,11.995815,-4.351976
79476,Stephan Albani,CDU/CSU,-1.6227846,12.429047
175486,Reem Alabali Radovan,SPD,1.705915,12.901216
135459,Tarek Al-Wazir,BÜNDNIS 90/­DIE GRÜNEN,11.904601,-4.2108626
78952,Jan van Aken,Die Linke,16.96919,3.5649273
108563,Gökay Akbulut,Die Linke,15.114819,3.1575017
175389,Adis Ahmetović,SPD,-1.492765,12.508884
182845,Anna Aeikens,CDU/CSU,-1.6121718,11.792887
146180,Doris Achelwilm,Die Linke,14.50967,2.9797997
29084,Knut Abraham,CDU/CSU,-1.7010537,11.818141
175489,Sanae Abdi,SPD,0.3176652,13.345904
