fraktion,wort,tfidf,rang
BSW,aufrüstungsprogramm,0.000153,68
BSW,kriminalitätsbelastet,0.000153,69
BSW,neuauszählung,0.000153,70
BSW,form wahnsinn,0.000153,71
BSW,krise trotzdem,0.000153,72
BSW,rentner armut,0.000153,73
BSW,waffenscheck ukraine,0.000153,74
BSW,mangelnd kompetenz,0.000153,75
BSW,euro realität,0.000153,76
BSW,deutsch wunderwaffe,0.000153,77
BSW,russisch großstadt,0.000153,78
BSW,zielen russland,0.000153,79
BSW,gefährdung sicherheit,0.000153,80
BSW,durchschnittsrente euro,0.000153,81
BSW,wagenknecht nächst,0.000153,82
BSW,tierwohl sorgen,0.000153,83
BSW,zentral international,0.000153,84
BSW,waffenstillstand gaza,0.000153,85
BSW,russland ruinieren,0.000153,86
BSW,diplomatisch initiative,0.000153,87
BSW,versündigen kommend,0.000153,88
BSW,tun versündigen,0.000153,89
BSW,angreifen bringen,0.000153,90
BSW,waffenstillstand ukraine,0.000153,91
BSW,ukraine gaza,0.000153,92
BSW,folgen wirtschaftskrieg,0.000153,93
BSW,wichtig gaslieferant,0.000153,94
BSW,gaslieferant führen,0.000153,95
BSW,besteuern schuldenbremse,0.000153,96
BSW,ander prioritätensetzung,0.000153,97
BSW,prioritätensetzung finanzieren,0.000153,98
BSW,banaszak banaszak,0.000153,99
BSW,wirtschaftskrieg deutschland,0.000153,100
BÜNDNIS 90/­DIE GRÜNEN,beratung,0.000105,1
BÜNDNIS 90/­DIE GRÜNEN,blick,0.0001,2
BÜNDNIS 90/­DIE GRÜNEN,ansprechen,8.2e-05,3
BÜNDNIS 90/­DIE GRÜNEN,parlamentarisch verfahren,8.1e-05,4
BÜNDNIS 90/­DIE GRÜNEN,intensiv,6.8e-05,5
BÜNDNIS 90/­DIE GRÜNEN,freiheit,6.5e-05,6
BÜNDNIS 90/­DIE GRÜNEN,klimakrise,6.4e-05,7
BÜNDNIS 90/­DIE GRÜNEN,afd-fraktion,6.3e-05,8
BÜNDNIS 90/­DIE GRÜNEN,region,6.2e-05,9
BÜNDNIS 90/­DIE GRÜNEN,engagement,6.2e-05,10
BÜNDNIS 90/­DIE GRÜNEN,dazu gehören,6e-05,11
BÜNDNIS 90/­DIE GRÜNEN,angehen,6e-05,12
BÜNDNIS 90/­DIE GRÜNEN,vereinbaren,5.9e-05,13
BÜNDNIS 90/­DIE GRÜNEN,fossil,5.8e-05,14
BÜNDNIS 90/­DIE GRÜNEN,parlamentarisch,5.8e-05,15
BÜNDNIS 90/­DIE GRÜNEN,demokratin demokrat,5.6e-05,16
BÜNDNIS 90/­DIE GRÜNEN,national,5.2e-05,17
BÜNDNIS 90/­DIE GRÜNEN,rahmen,5.2e-05,18
BÜNDNIS 90/­DIE GRÜNEN,erneuerbar energie,5.1e-05,19
BÜNDNIS 90/­DIE GRÜNEN,verbraucherin verbraucher,5.1e-05,20
BÜNDNIS 90/­DIE GRÜNEN,bild,5.1e-05,21
BÜNDNIS 90/­DIE GRÜNEN,jüdin jude,4.8e-05,22
BÜNDNIS 90/­DIE GRÜNEN,bund land,4.7e-05,23
BÜNDNIS 90/­DIE GRÜNEN,projekt,4.7e-05,24
BÜNDNIS 90/­DIE GRÜNEN,wichtig schritt,4.6e-05,25
BÜNDNIS 90/­DIE GRÜNEN,verlässlich,4.5e-05,26
BÜNDNIS 90/­DIE GRÜNEN,partner,4.5e-05,27
BÜNDNIS 90/­DIE GRÜNEN,effektiv,4.4e-05,28
BÜNDNIS 90/­DIE GRÜNEN,daran arbeiten,4.4e-05,29
BÜNDNIS 90/­DIE GRÜNEN,aspekt,4.4e-05,30
BÜNDNIS 90/­DIE GRÜNEN,dafür brauchen,4.4e-05,31
BÜNDNIS 90/­DIE GRÜNEN,anpassen,4.3e-05,32
BÜNDNIS 90/­DIE GRÜNEN,darüber hinaus,4.3e-05,33
BÜNDNIS 90/­DIE GRÜNEN,effizient,4.2e-05,34
BÜNDNIS 90/­DIE GRÜNEN,potenzial,4.2e-05,35
BÜNDNIS 90/­DIE GRÜNEN,anschauen,4.1e-05,36
BÜNDNIS 90/­DIE GRÜNEN,mieterin,4.1e-05,37
BÜNDNIS 90/­DIE GRÜNEN,attraktiv,4.1e-05,38
BÜNDNIS 90/­DIE GRÜNEN,weit nachfrage,4.1e-05,39
BÜNDNIS 90/­DIE GRÜNEN,gespräch,4.1e-05,40
BÜNDNIS 90/­DIE GRÜNEN,ärztin arzt,4e-05,41
BÜNDNIS 90/­DIE GRÜNEN,vielfalt,4e-05,42
BÜNDNIS 90/­DIE GRÜNEN,vereint nation,3.9e-05,43
BÜNDNIS 90/­DIE GRÜNEN,umsetzung,3.8e-05,44
BÜNDNIS 90/­DIE GRÜNEN,paar,3.7e-05,45
BÜNDNIS 90/­DIE GRÜNEN,verfügung stellen,3.7e-05,46
BÜNDNIS 90/­DIE GRÜNEN,forschung,3.7e-05,47
BÜNDNIS 90/­DIE GRÜNEN,standort,3.7e-05,48
BÜNDNIS 90/­DIE GRÜNEN,fossil energie,3.7e-05,49
BÜNDNIS 90/­DIE GRÜNEN,dankbar,3.7e-05,50
BÜNDNIS 90/­DIE GRÜNEN,markt,3.6e-05,51
BÜNDNIS 90/­DIE GRÜNEN,europäisch union,3.6e-05,52
BÜNDNIS 90/­DIE GRÜNEN,hinweisen,3.6e-05,53
BÜNDNIS 90/­DIE GRÜNEN,fossil abhängigkeit,3.5e-05,54
BÜNDNIS 90/­DIE GRÜNEN,all ding,3.5e-05,55
BÜNDNIS 90/­DIE GRÜNEN,hassen,3.5e-05,56
BÜNDNIS 90/­DIE GRÜNEN,austausch,3.5e-05,57
BÜNDNIS 90/­DIE GRÜNEN,sorgen dafür,3.5e-05,58
BÜNDNIS 90/­DIE GRÜNEN,angriffskrieg ukraine,3.5e-05,59
BÜNDNIS 90/­DIE GRÜNEN,morgen,3.5e-05,60
BÜNDNIS 90/­DIE GRÜNEN,ärztin,3.5e-05,61
BÜNDNIS 90/­DIE GRÜNEN,langfristig,3.4e-05,62
BÜNDNIS 90/­DIE GRÜNEN,polen,3.4e-05,63
BÜNDNIS 90/­DIE GRÜNEN,antworten,3.4e-05,64
BÜNDNIS 90/­DIE GRÜNEN,profitieren,3.4e-05,65
BÜNDNIS 90/­DIE GRÜNEN,auswirkung klimakrise,3.4e-05,66
BÜNDNIS 90/­DIE GRÜNEN,engagieren,3.4e-05,67
BÜNDNIS 90/­DIE GRÜNEN,interessant,3.3e-05,68
BÜNDNIS 90/­DIE GRÜNEN,häufig,3.3e-05,69
BÜNDNIS 90/­DIE GRÜNEN,mobilität,3.3e-05,70
BÜNDNIS 90/­DIE GRÜNEN,entlastungspaket,3.3e-05,71
BÜNDNIS 90/­DIE GRÜNEN,unterstützung ukraine,3.3e-05,72
BÜNDNIS 90/­DIE GRÜNEN,jugendlich,3.3e-05,73
BÜNDNIS 90/­DIE GRÜNEN,entwicklungszusammenarbeit,3.3e-05,74
BÜNDNIS 90/­DIE GRÜNEN,gezielt,3.3e-05,75
BÜNDNIS 90/­DIE GRÜNEN,spät,3.3e-05,76
BÜNDNIS 90/­DIE GRÜNEN,bayern,3.2e-05,77
BÜNDNIS 90/­DIE GRÜNEN,neben,3.2e-05,78
BÜNDNIS 90/­DIE GRÜNEN,viel ander,3.2e-05,79
BÜNDNIS 90/­DIE GRÜNEN,haushaltsausschus,3.2e-05,80
BÜNDNIS 90/­DIE GRÜNEN,konstruktiv,3.2e-05,81
BÜNDNIS 90/­DIE GRÜNEN,soldatin soldat,3.2e-05,82
BÜNDNIS 90/­DIE GRÜNEN,mensch ukraine,3.2e-05,83
BÜNDNIS 90/­DIE GRÜNEN,russisch angriffskrieg,3.2e-05,84
BÜNDNIS 90/­DIE GRÜNEN,vornehmen,3.2e-05,85
BÜNDNIS 90/­DIE GRÜNEN,ausbau erneuerbar,3.2e-05,86
BÜNDNIS 90/­DIE GRÜNEN,haushaltsverfahren,3.2e-05,87
BÜNDNIS 90/­DIE GRÜNEN,abhängigkeit fossil,3.2e-05,88
BÜNDNIS 90/­DIE GRÜNEN,menge,3.2e-05,89
BÜNDNIS 90/­DIE GRÜNEN,prozeß,3.2e-05,90
BÜNDNIS 90/­DIE GRÜNEN,ressource,3.1e-05,91
BÜNDNIS 90/­DIE GRÜNEN,zugang,3.1e-05,92
BÜNDNIS 90/­DIE GRÜNEN,folgen klimakrise,3.1e-05,93
BÜNDNIS 90/­DIE GRÜNEN,wunsch,3.1e-05,94
BÜNDNIS 90/­DIE GRÜNEN,nächst jahr,3.1e-05,95
BÜNDNIS 90/­DIE GRÜNEN,manchmal,3.1e-05,96
BÜNDNIS 90/­DIE GRÜNEN,kampf klimakrise,3.1e-05,97
BÜNDNIS 90/­DIE GRÜNEN,laden,3.1e-05,98
BÜNDNIS 90/­DIE GRÜNEN,lohnen,3.1e-05,99
BÜNDNIS 90/­DIE GRÜNEN,ampelkoalition,3.1e-05,100
CDU/CSU,ansprechen,9.1e-05,1
CDU/CSU,beratung,9e-05,2
CDU/CSU,blick,6.7e-05,3
CDU/CSU,csu-bundestagsfraktion,6.2e-05,4
CDU/CSU,national,6.1e-05,5
CDU/CSU,bild,5.6e-05,6
CDU/CSU,hinweisen,5.3e-05,7
CDU/CSU,europäisch union,5.1e-05,8
CDU/CSU,spät,5e-05,9
CDU/CSU,engagement,5e-05,10
CDU/CSU,staatssekretär,4.9e-05,11
CDU/CSU,potenzial,4.7e-05,12
CDU/CSU,rahmen,4.5e-05,13
CDU/CSU,parlamentarisch,4.5e-05,14
CDU/CSU,region,4.5e-05,15
CDU/CSU,freiheit,4.5e-05,16
CDU/CSU,umsetzung,4.5e-05,17
CDU/CSU,ampelkoalition,4.5e-05,18
CDU/CSU,dazu gehören,4.3e-05,19
CDU/CSU,änderungsantrag,4.2e-05,20
CDU/CSU,antworten,4.2e-05,21
CDU/CSU,meinung,4.2e-05,22
CDU/CSU,intensiv,4.2e-05,23
CDU/CSU,zwischenfrage,4.1e-05,24
CDU/CSU,wesentlich,4.1e-05,25
CDU/CSU,zumindest,4.1e-05,26
CDU/CSU,morgen,4.1e-05,27
CDU/CSU,all ding,4e-05,28
CDU/CSU,ansatz,4e-05,29
CDU/CSU,projekt,4e-05,30
CDU/CSU,nächst jahr,4e-05,31
CDU/CSU,angehen,3.9e-05,32
CDU/CSU,verfügung stellen,3.8e-05,33
CDU/CSU,anpassen,3.7e-05,34
CDU/CSU,regierungsentwurf,3.7e-05,35
CDU/CSU,migration,3.7e-05,36
CDU/CSU,aufmerksamkeit,3.6e-05,37
CDU/CSU,darüber hinaus,3.6e-05,38
CDU/CSU,anschauen,3.6e-05,39
CDU/CSU,durchaus,3.6e-05,40
CDU/CSU,darauf hinweisen,3.5e-05,41
CDU/CSU,standort,3.5e-05,42
CDU/CSU,legislaturperiode,3.5e-05,43
CDU/CSU,viel ander,3.5e-05,44
CDU/CSU,letzt legislaturperiode,3.5e-05,45
CDU/CSU,interessant,3.4e-05,46
CDU/CSU,mitarbeiterin mitarbeiter,3.3e-05,47
CDU/CSU,anhörung,3.3e-05,48
CDU/CSU,gespräch,3.3e-05,49
CDU/CSU,wahlkreis,3.3e-05,50
CDU/CSU,aspekt,3.3e-05,51
CDU/CSU,verlässlich,3.3e-05,52
CDU/CSU,bisherig,3.3e-05,53
CDU/CSU,effektiv,3.3e-05,54
CDU/CSU,zeitenwende,3.2e-05,55
CDU/CSU,partner,3.2e-05,56
CDU/CSU,vornehmen,3.2e-05,57
CDU/CSU,lohnen,3.2e-05,58
CDU/CSU,paar,3.1e-05,59
CDU/CSU,parlamentarisch verfahren,3.1e-05,60
CDU/CSU,komplett,3e-05,61
CDU/CSU,drei kernkraftwerk,3e-05,62
CDU/CSU,wettbewerbsfähigkeit,3e-05,63
CDU/CSU,zukünftig,3e-05,64
CDU/CSU,eigen koalition,3e-05,65
CDU/CSU,zusammenhang,3e-05,66
CDU/CSU,forschung,3e-05,67
CDU/CSU,vergessen,3e-05,68
CDU/CSU,eingehen,3e-05,69
CDU/CSU,polen,3e-05,70
CDU/CSU,technologie,3e-05,71
CDU/CSU,lesung,2.9e-05,72
CDU/CSU,attraktiv,2.9e-05,73
CDU/CSU,bund land,2.9e-05,74
CDU/CSU,wichtig thema,2.9e-05,75
CDU/CSU,soldatin soldat,2.9e-05,76
CDU/CSU,drei jahr,2.9e-05,77
CDU/CSU,vorstellen,2.9e-05,78
CDU/CSU,gasumlage,2.9e-05,79
CDU/CSU,bzw,2.8e-05,80
CDU/CSU,geraten,2.8e-05,81
CDU/CSU,menge,2.8e-05,82
CDU/CSU,angebot,2.8e-05,83
CDU/CSU,bedürfen,2.8e-05,84
CDU/CSU,mobilität,2.8e-05,85
CDU/CSU,bundesrepublik,2.8e-05,86
CDU/CSU,zuständigkeit,2.8e-05,87
CDU/CSU,verfassungsrechtlich,2.8e-05,88
CDU/CSU,begleiten,2.8e-05,89
CDU/CSU,neben,2.7e-05,90
CDU/CSU,ressource,2.7e-05,91
CDU/CSU,märz,2.7e-05,92
CDU/CSU,stück weit,2.7e-05,93
CDU/CSU,minister habeck,2.7e-05,94
CDU/CSU,grundsatz her,2.7e-05,95
CDU/CSU,belastung,2.7e-05,96
CDU/CSU,mandat,2.7e-05,97
CDU/CSU,appell,2.7e-05,98
CDU/CSU,spüren,2.7e-05,99
CDU/CSU,unmittelbar,2.7e-05,100
Die Linke,link klar,0.000171,1
Die Linke,lehnen link,0.000156,2
Die Linke,mieterin,0.000127,3
Die Linke,preisaufsicht,0.000118,4
Die Linke,mieterin mieter,0.00011,5
Die Linke,link unterstützen,9.5e-05,6
Die Linke,unterstützen link,8.5e-05,7
Die Linke,fordern link,8.5e-05,8
Die Linke,sicht link,7.3e-05,9
Die Linke,bundesweit mietendeckel,7.1e-05,10
Die Linke,nachhaltig mobilitätswende,7.1e-05,11
Die Linke,preiskontrolle,6.9e-05,12
Die Linke,link ausdrücklich,6.6e-05,13
Die Linke,link lehnen,6.5e-05,14
Die Linke,verbraucherin verbraucher,6.4e-05,15
Die Linke,begrüßen link,6.2e-05,16
Die Linke,staatlich,5.9e-05,17
Die Linke,beratung,5.6e-05,18
Die Linke,zumindest,5.5e-05,19
Die Linke,dank sitte,5.2e-05,20
Die Linke,euro militär,5.2e-05,21
Die Linke,link schlagen,5.2e-05,22
Die Linke,spät,5.2e-05,23
Die Linke,ressource,5.2e-05,24
Die Linke,link stehen,5.1e-05,25
Die Linke,dank gohlke,4.7e-05,26
Die Linke,link begrüßen,4.7e-05,27
Die Linke,sozial-ökologischen umbau,4.7e-05,28
Die Linke,wohnopoly beenden,4.7e-05,29
Die Linke,staatlich preisaufsicht,4.7e-05,30
Die Linke,energie daseinsvorsorge,4.7e-05,31
Die Linke,umsetzung,4.6e-05,32
Die Linke,internet,4.6e-05,33
Die Linke,sozial ungleichheit,4.6e-05,34
Die Linke,bild,4.5e-05,35
Die Linke,spd grün,4.4e-05,36
Die Linke,all einzahlen,4.4e-05,37
Die Linke,dank lenkern,4.4e-05,38
Die Linke,bund land,4.3e-05,39
Die Linke,schlagen link,4.3e-05,40
Die Linke,dumm dämlich,4.3e-05,41
Die Linke,staatlich preiskontrolle,4.3e-05,42
Die Linke,lenkern nächst,4.3e-05,43
Die Linke,sitte nächst,4.3e-05,44
Die Linke,mindestlohn,4.3e-05,45
Die Linke,all ding,4.3e-05,46
Die Linke,kurdin kurde,4.2e-05,47
Die Linke,bisherig,4.1e-05,48
Die Linke,preisdeckel,4.1e-05,49
Die Linke,regional wirtschaftskreisläuf,4.1e-05,50
Die Linke,hartz,4.1e-05,51
Die Linke,reich prozent,4e-05,52
Die Linke,komplett,4e-05,53
Die Linke,kurdin,3.9e-05,54
Die Linke,mobilität,3.9e-05,55
Die Linke,effektiv,3.9e-05,56
Die Linke,paar,3.8e-05,57
Die Linke,markt,3.8e-05,58
Die Linke,jugendlich,3.8e-05,59
Die Linke,kindergrundsicherung,3.8e-05,60
Die Linke,bzw,3.8e-05,61
Die Linke,automobilkonzern,3.8e-05,62
Die Linke,fahren fahrschein,3.8e-05,63
Die Linke,wohnopoly,3.8e-05,64
Die Linke,stehen link,3.8e-05,65
Die Linke,sozialwohnung jahr,3.8e-05,66
Die Linke,kampf kinderarmut,3.8e-05,67
Die Linke,völkerrecht all,3.8e-05,68
Die Linke,finanztransaktionsteuer,3.8e-05,69
Die Linke,bodyguard,3.8e-05,70
Die Linke,wind solarstrom,3.8e-05,71
Die Linke,dank lötzsch,3.8e-05,72
Die Linke,link vergangen,3.8e-05,73
Die Linke,link streiten,3.8e-05,74
Die Linke,krieg afghanistan,3.8e-05,75
Die Linke,schluß link,3.8e-05,76
Die Linke,wohnen ausgeben,3.8e-05,77
Die Linke,grundkontingent strom,3.8e-05,78
Die Linke,edward snowd,3.8e-05,79
Die Linke,echt kindergrundsicherung,3.8e-05,80
Die Linke,mietendeckel,3.7e-05,81
Die Linke,parlamentarisch,3.7e-05,82
Die Linke,studierend,3.7e-05,83
Die Linke,blick,3.7e-05,84
Die Linke,wissenschaft,3.7e-05,85
Die Linke,dafür brauchen,3.7e-05,86
Die Linke,migrantin,3.6e-05,87
Die Linke,mobilitätswende,3.6e-05,88
Die Linke,mieter,3.6e-05,89
Die Linke,engagement,3.5e-05,90
Die Linke,migrantin migrant,3.5e-05,91
Die Linke,jüdin jude,3.5e-05,92
Die Linke,mindestlohnbetrug,3.5e-05,93
Die Linke,million sozialwohnung,3.5e-05,94
Die Linke,gehören öffentlich,3.5e-05,95
Die Linke,unrechen,3.5e-05,96
Die Linke,schwangerschaftsabbruch,3.5e-05,97
Die Linke,ampelkoalition,3.5e-05,98
Die Linke,forschung,3.4e-05,99
Die Linke,vernünftig,3.4e-05,100
Die Linke.,herz panzer,0.000669,1
Die Linke.,general milley,0.000446,2
Die Linke.,wirksam human,0.000446,3
Die Linke.,selbst gering,0.000446,4
Die Linke.,gering anspruch,0.000446,5
Die Linke.,illegal erworben,0.000446,6
Die Linke.,ausweitung versicherungspflicht,0.000446,7
Die Linke.,wahl europa,0.000446,8
Die Linke.,widerwärtig system,0.000446,9
Die Linke.,boden existieren,0.000446,10
Die Linke.,dank vertreten,0.000446,11
Die Linke.,deutsch oligarch,0.000446,12
Die Linke.,dagegen inklusion,0.000446,13
Die Linke.,dagegen inklusiv,0.000446,14
Die Linke.,firma wintershall,0.000446,15
Die Linke.,wachsend ungleichheit,0.000446,16
Die Linke.,prozent vermögenszuwachs,0.000446,17
Die Linke.,kriegen schicken,0.000446,18
Die Linke.,verteilen link,0.000446,19
Die Linke.,beide volk,0.000446,20
Die Linke.,friedensverhandlung erreichen,0.000446,21
Die Linke.,recht neonazi,0.000446,22
Die Linke.,absolut untragbar,0.000446,23
Die Linke.,transferleistung angewiesen,0.000446,24
Die Linke.,haushalt regelrecht,0.000446,25
Die Linke.,panzer kind,0.000446,26
Die Linke.,bafög instrument,0.000446,27
Die Linke.,eigen bericht,0.000446,28
Die Linke.,falsch äußerung,0.000446,29
Die Linke.,fiebersaft kind,0.000446,30
Die Linke.,funkgerät bundeswehr,0.000446,31
Die Linke.,hilfe arm,0.000446,32
Die Linke.,beitragsbemessungsgrenze gesetzlich,0.000446,33
Die Linke.,kita schulverpflegung,0.000446,34
Die Linke.,umwelt ernährung,0.000446,35
Die Linke.,ernährung gesundheitspolitik,0.000446,36
Die Linke.,milley,0.000316,37
Die Linke.,kjp,0.000316,38
Die Linke.,wohnungsgemeinnützigkeit,0.000316,39
Die Linke.,kürzungspolitik,0.000316,40
Die Linke.,neueinteilung,0.000316,41
Die Linke.,link lehnen,0.000316,42
Die Linke.,waffengeschäft,0.000298,43
Die Linke.,afd-politiker*innen,0.000298,44
Die Linke.,abschiebegesetz,0.000298,45
Die Linke.,wikimedia,0.000298,46
Die Linke.,geldadel,0.000298,47
Die Linke.,repaircafés,0.000298,48
Die Linke.,reduzierung zahl,0.000298,49
Die Linke.,nähe afd,0.000298,50
Die Linke.,bereich milliarde,0.000298,51
Die Linke.,vier fragen,0.000298,52
Die Linke.,umweltschädlich subvention,0.000298,53
Die Linke.,öffentlich eigentum,0.000298,54
Die Linke.,debatte dirk,0.000298,55
Die Linke.,massenhaft abschiebung,0.000298,56
Die Linke.,aufrüstung einplanen,0.000298,57
Die Linke.,euro aufrüstung,0.000298,58
Die Linke.,ins gasnetz,0.000298,59
Die Linke.,gasnetz einspeisen,0.000298,60
Die Linke.,link bleiben,0.000298,61
Die Linke.,anlasslos massenüberwachung,0.000298,62
Die Linke.,schaffen waffe,0.000298,63
Die Linke.,herausforderung sozial,0.000298,64
Die Linke.,dafür null,0.000298,65
Die Linke.,wichtig antwort,0.000298,66
Die Linke.,haushaltsloch stopfen,0.000298,67
Die Linke.,ruhen arbeiten,0.000298,68
Die Linke.,sozial umwelt,0.000298,69
Die Linke.,schreckenstag,0.000223,70
Die Linke.,hamasleut,0.000223,71
Die Linke.,un-plenums,0.000223,72
Die Linke.,gabelentscheidung,0.000223,73
Die Linke.,einigungsaussicht,0.000223,74
Die Linke.,coronamissständ,0.000223,75
Die Linke.,studienwunsch,0.000223,76
Die Linke.,wucherkredit,0.000223,77
Die Linke.,zinsdeckel,0.000223,78
Die Linke.,stubentig,0.000223,79
