politician_id,job_title,job_title_extra,organization,income_level,income,interval,created,date_start,date_end,category,topics
79293,Mitglied des Verwaltungsrates (ab 09.12.2021),Einkommen im Jahr 2023,Sparkasse Hannover,1,1800.0,,1757322692,2023-01-01,2023-12-31,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79293,Mitglied des Verwaltungsrates (ab 09.12.2021),Einkommen im Jahr 2022,Sparkasse Hannover,1,2250.0,,1757322569,2022-01-01,2022-12-31,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79293,Vertrauensmann bei der Bausparkasse der BHW Hameln,,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),2,6761.84,2,1757322219,,,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Staat und Verwaltung"
139064,Schriftsteller (Tätigkeit vor Mitgliedschaft im Bundestag),,Schriftsteller - freiberuflich,,,,1756823090,,,29234,
139064,"Mitglied des Kuratoriums, von Amts wegen (bis 06.05.2025)",,RAG-Stiftung,,,,1756376766,,,29230,Energie|Kultur
139064,"Vorsitzender des Verwaltungsrates, von Amts wegen (bis 06.05.2025)",,Kreditanstalt für Wiederaufbau (KfW),,,,1756376493,,,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
175610,3. Bürgermeister,,Gemeinde Eching,,480.0,1,1755245848,,,29229,"Gesellschaftspolitik, soziale Gruppen"
79335,Übernahme von Reisekosten,Einkommen im Jahr 2025,Internationales Steuerseminar Schweiz (IStS),2,4411.51,,1750174491,2025-01-01,2025-12-31,29232,Finanzen
121977,Mitglied des Zukunftsrates (ab November 2024),Einkommen im Jahr 2024,Verband der Sparda-Banken e.V.,1,2000.0,,1749628691,2024-01-01,2024-12-31,29230,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79149,Generalsekretär,Einkommen ab 01.01.2025,Christlich Demokratische Union Deutschlands,3,11227.2,1,1748854863,2025-01-01,,29647,"Politisches Leben, Parteien"
120155,Übernahme Reisekosten,,Global Public Policy Institute,3,10955.0,,1744095785,,,29232,Außenpolitik und internationale Beziehungen
175484,Übernahme von Reisekosten,Einkommen im Jahr 2023,Robert Bosch Stiftung GmbH,3,8314.0,,1744095631,2023-01-01,2023-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79134,Übernahme der Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4701.81,,1744095113,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
78850,Übernahme von Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4370.04,,1744094929,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79294,Übernahme der Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4295.06,,1744094740,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
121638,Übernahme der Reisekosten,Einkommen im Jahr 2024,Global Public Policy Institute,3,10356.0,,1744094083,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
175649,Übernahme Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4335.15,,1744093878,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
118138,Übernahme Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,9955.0,,1744030613,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
175594,Übernahme Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,9189.62,,1744030401,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
73300,Übernahme Reisekosten,Einkommen im Jahr 2024,Konrad-Adenauer-Stiftung e.V.,2,6673.57,,1744029510,2024-01-01,2024-12-31,29232,"Politisches Leben, Parteien"
146360,Übernahme von Reisekosten,Einkommen im Jahr 2024,Außenministerium von Taiwan,2,6084.49,,1744029047,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
29297,Übernahme von Reisekosten,Einkommen im Jahr 2024,Global Public Policy Institute,3,11068.0,,1744028910,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
79327,Übernahme der Reisekosten,Einkommen im Jahr 2024,Friedrich-Ebert-Stiftung e.V. (FES),3,9450.01,,1744028758,2024-01-01,2024-12-31,29232,"Außenpolitik und internationale Beziehungen|Politisches Leben, Parteien"
78878,Übernahme der Reisekosten,Einkommen im Jahr 2024,Global Public Policy Institute,3,11887.0,,1744028482,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
119079,Mitglied der Versammlung der Kuratoren,,Institut für Europäische Politik e.V. (IEP),,,,1738320874,,,29230,Europapolitik und Europäische Union
78934,Beisitzerin des Vorstandes (04.10.2023 bis 12.12.2024),,BSW - Für Vernunft und Gerechtigkeit e.V,,,,1737629791,,,29233,"Politisches Leben, Parteien"
79322,Mitglied des Aufsichtsrates,Einkommen im Jahr 2024,Stadtwerke Essen AG,1,2500.0,,1736412678,2024-01-01,2024-12-31,29228,Energie|Wirtschaft
123532,Rechtsanwalt - Mandant 35282 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,2002.41,,1736249127,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 2240 - Marketingbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,2,3998.4,,1736249058,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 2251 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1305.43,,1736248999,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 2188 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1062.61,,1736248943,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 35193,Einkommen im Jahr 2024,Komning Rechtsanwälte,2,3880.36,,1736248873,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 35003 - Baugewerbe,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1185.0,,1736248807,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 34596 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1501.19,,1736248664,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 1527 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1436.91,,1736248460,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 33094,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1608.99,,1736248346,2024-01-01,2024-12-31,29647,Recht
123532,Rechtsanwalt - Mandant 1989 - Privatbereich,Einkommen im Jahr 2024,Komning Rechtsanwälte,1,1088.38,,1736248278,2024-01-01,2024-12-31,29647,Recht
175503,Erster Vorsitzender (bis 14.10.2025),,Verein zur Förderung der Parlamentarischen Linken in der SPD-Bundestagsfraktion e.V.,,,,1736175386,,,29230,"Politisches Leben, Parteien"
79241,"Mitglied des Politischen Beirates, ehrenamtlich",,Wirtschaftsforum der SPD e.V.,,,,1736175238,,,29230,"Wirtschaft|Politisches Leben, Parteien"
145844,Mitglied der Verbandsversammlung,Einkommen im Jahr 2024,Verband Region Rhein-Neckar,,780.0,,1736174614,2024-01-01,2024-12-31,29229,Staat und Verwaltung
79275,Übernahme Reisekosten,Einkommen im Jahr 2024,Global Public Policy Institute,3,10514.0,,1735900174,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
146852,"Mitglied des Beirates, ehrenamtlich (ab 01.12.2024)",,Energy and Climate Policy and Innovation Council (EPICO) e.V.,,,,1735899626,,,29230,Energie|Umwelt
175476,Beisitzerin,,Europa-Union Bocholt e.V.,,,,1735898056,,,29230,"Europapolitik und Europäische Union|Politisches Leben, Parteien"
145874,Mitglied des Stiftungsrates,,Jägerstiftung natur+mensch,,,,1735897983,,,29230,Landwirtschaft und Ernährung
145874,"Sachkundiger Bürger des Ausschusses für Finanzen, Wirtschaftsförderung und Digitalisierung (bis Juni 2023)",,Kreis Coesfeld,,,,1735897827,,,29229,Staat und Verwaltung
79312,Rechtsanwalt - Mandant 1,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,4,16184.0,,1735897470,2024-01-01,2024-12-31,29647,Recht
79327,Übernahme der Reisekosten,Einkommen im Jahr 2024,Global Public Policy Institute,3,12461.0,,1735897040,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
118231,Zahnarzt - Patient 8786,Einkommen im Jahr 2024,Zahnarzt - freiberuflich,1,2066.95,,1735895890,2024-01-01,2024-12-31,29647,Gesundheit
118231,Zahnarzt - Patient 8746,Einkommen im Jahr 2024,Zahnarzt - freiberuflich,1,2919.05,,1735895814,2024-01-01,2024-12-31,29647,Gesundheit
79334,Vortragstätigkeiten - Gespräch (mit Andrea Petkovic),Einkommen im Jahr 2024,Tränenpalast Management GmbH,1,1500.0,,1735662142,2024-01-01,2024-12-31,29647,Medien
79334,Vortragstätigkeiten - Gespräch (bei der Fachveranstaltung Arbeitsrecht),Einkommen im Jahr 2024,Qualitas GmbH & Co. KG,3,8000.0,,1735661707,2024-01-01,2024-12-31,29647,Medien
79334,Vortragstätigkeiten - Vorschuss (für das Buch Gysi gegen Guttenberg - ein Deutschlandbuch),Einkommen im Jahr 2024,Openminds Media GmbH,1,2833.34,,1735661623,2024-01-01,2024-12-31,29647,Kultur
79334,Vortragstätigkeiten - Veranstaltung (Gysi gegen Guttenberg),Einkommen im Jahr 2024,Openminds Media GmbH,1,1750.0,,1735661547,2024-01-01,2024-12-31,29647,Kultur
79334,Gespräch (mit Jürgen Trittin),Einkommen im Jahr 2024,Erfurter Herbstlese e.V.,1,1200.0,,1735661022,2024-01-01,2024-12-31,29647,Kultur
79334,Vortragstätigkeiten - Gespräch (bei der Arbeitstagung des Verbandes Norddeutscher Wohnungsunternehmen e.V.),Einkommen im Jahr 2024,Econ Referenten-Agentur - Dölle & Gissing GbR,2,6500.0,,1735660923,2024-01-01,2024-12-31,29647,Wirtschaft|Medien
79334,Vortragstätigkeiten - Gespräch (beim Big Bang Festival mit einer Moderatorin),Einkommen im Jahr 2024,DUP Medien GmbH,1,2500.0,,1735660357,2024-01-01,2024-12-31,29647,"Medien|Medien, Kommunikation und Informationstechnik"
79335,Präsident,Einkommen ab September 2024,Steuerberaterkammer Niedersachsen,2,4362.0,1,1735659656,2024-09-01,,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
130691,Mitglied des Kuratoriums (November 2021 bis Oktober 2024),,Islamkolleg Deutschland e.V.,,,,1735658563,,,29230,"Bildung und Erziehung|Gesellschaftspolitik, soziale Gruppen"
130691,Mitglied des erweiterten Vorstandes (bis 16.09.2025),,Help - Hilfe zur Selbsthilfe e.V.,,,,1735658440,,,29230,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
119082,Übernahme der Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4825.49,,1735658209,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79370,Mitglied des Beirates,Einkommen im Jahr 2024,TeamBank AG,1,1785.0,,1735657704,2024-01-01,2024-12-31,29228,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79390,Übernahme der Reisekosten,Einkommen im Jahr 2024,Friedrich-Ebert-Stiftung e.V. (FES),1,3083.6,,1735657491,2024-01-01,2024-12-31,29232,"Politisches Leben, Parteien"
108581,Stellv. Mitglied des gemeinsamen Gemeinderates Ravensburg und Weingarten,,Stadt Ravensburg,,,,1735656992,,,29229,Staat und Verwaltung
108581,Stellv. Mitglied der Verbandsversammlung des Abwasserzweckverbandes Mariatal,,Stadt Ravensburg,,,,1735656972,,,29229,Staat und Verwaltung
108581,Stellv. Mitglied des Umlegungsausschusses,,Stadt Ravensburg,,,,1735656955,,,29229,Staat und Verwaltung
108581,Stellv. Mitglied der Umlandkonferenz,,Stadt Ravensburg,,,,1735656938,,,29229,Staat und Verwaltung
108581,Mitglied des Beirates für Schulentwicklungsplanung,,Stadt Ravensburg,,,,1735656916,,,29229,Staat und Verwaltung
108581,Stellv. Mitglied des Betriebsausschusses (bis Juli 2024),,Ravensburger Verkehrs- und Versorgungsbetriebe,,,,1735656671,,,29228,Verkehr
79397,Mitglied des Vorstandes des Eisenbahninfrastrukturbeirates (ab 23.09.2024),,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen",,,,1735656357,,,29229,"Energie|Medien, Kommunikation und Informationstechnik|digitale Infrastruktur|Verkehr"
146352,Mitglied des Beirates (ab 09.11.2021),,Sauerländer Botschaft e.V.,,,,1735655690,,,29230,"Gesellschaftspolitik, soziale Gruppen"
79418,Mitglied der Mitgliederversammlung (bis 30.04.2025),,SIGNAL IDUNA Lebensversicherung a.G.,1,3500.0,2,1735643951,,,29228,Wirtschaft|Finanzen
146027,"Mitglied des Kuratoriums, ehrenamtlich (ab Juni 2024)",,Kompetenzzentrum Technik-Diversity-Chancengleichheit e.V.,,,,1735643640,,,29230,"Gesellschaftspolitik, soziale Gruppen|Wissenschaft, Forschung und Technologie"
146027,"Stellv. Mitglied des Kuratoriums, ehrenamtlich (ab Oktober 2023)",,Stiftung Bundespräsident-Theodor-Heuss-Haus,,,,1735643372,,,29229,"Politisches Leben, Parteien"
146027,"Mitglied des Projektbeirates „Soziale Robotik im Pflegeheim“, ehrenamtlich (ab November 2023)",,Evangelische Heimstiftung GmbH,,,,1735643181,,,29228,"Gesundheit|Gesellschaftspolitik, soziale Gruppen"
145904,Steuerberater - Mandant 41927,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1039.58,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40628,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,8732.93,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41242,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7020.37,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41029,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1118.72,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41890,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1143.12,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41559,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3150.51,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41437,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2810.3,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41110,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3236.68,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40631,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,15515.31,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41506,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1432.28,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41678,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5188.17,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41672,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1071.0,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40239,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1570.8,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41972,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1783.33,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40550,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1003.65,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41751,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1583.89,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41383,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1582.05,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40271,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1674.33,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42086,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1449.42,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41810,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2898.6,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41294,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1614.83,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41537,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4477.14,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40718,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1961.95,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41526,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3138.51,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40832,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3463.02,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41800,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4614.23,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41655,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5478.53,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41624,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2814.35,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40745,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3022.74,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41220,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4167.12,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40640,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1717.14,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42351,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3046.52,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41095,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7277.45,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40690,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2541.47,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40411,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4827.95,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40210,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4921.39,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41358,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1014.0,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42249,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1101.35,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40324,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1531.53,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41490,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1080.86,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41081,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2600.82,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40815,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2339.54,,1735641747,2024-01-01,2024-12-31,29647,Wirtschaft
79432,Mitglied des Kuratoriums (ab November 2024),,Gemeinnützige Hertie-Stiftung,,,,1735636780,,,29230,Bildung und Erziehung|Wirtschaft
79429,"Mitglied des Politischen Beirates, ehrenamtlich",,Wirtschaftsvereinigung der Grünen e.V.,,,,1735636437,,,29230,"Wirtschaft|Politisches Leben, Parteien"
146383,"Mitglied des Gemeinderates, ehrenamtlich (ab 01.07.2024)",,Gemeinde Rülzheim,,,,1735635690,,,29229,Staat und Verwaltung
175437,Mitglied des Kreistages,Einkommen im Jahr 2024,Landkreis Lüneburg,1,1400.0,,1735635451,2024-01-01,2024-12-31,29229,Staat und Verwaltung
79444,Mitglied des Kuratoriums,Einkommen bis 31.12.2025,Deutsche Bundesstiftung Umwelt (DBU),1,1100.0,1,1735634969,,2025-12-31,29230,"Umwelt|Gesellschaftspolitik, soziale Gruppen"
130094,Inhaber Versandhandel,,Inhaber Versandhandel,,,,1735634778,,,29647,Wirtschaft
118231,Zahnarzt - Patient 8741,Einkommen im Jahr 2024,Zahnarzt - freiberuflich,3,11646.79,,1735634661,2024-01-01,2024-12-31,29647,Gesundheit
118231,Zahnarzt - Patient 8711,Einkommen im Jahr 2024,Zahnarzt - freiberuflich,1,2961.8,,1735634621,2024-01-01,2024-12-31,29647,Gesundheit
120254,"Beisitzerin des Vorstandes, ehrenamtlich ab 08.11.2023",,Energie- und Klima-Allianz Forchheim e.V.,,,,1735633352,,,29230,"Energie|Gesellschaftspolitik, soziale Gruppen|Umwelt"
175526,Wahlkampfleiter (18.11.2024 bis 18.05.2025),,Bündnis 90/Die Grünen,1,1500.0,1,1735631821,,,29230,"Politisches Leben, Parteien"
146416,Übernahme der Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,4335.15,,1734428315,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79042,Übernahme Reisekosten,Einkommen im Jahr 2024,Atlantic Council,3,7300.0,,1733322559,2024-01-01,2024-12-31,29232,Außenpolitik und internationale Beziehungen
175793,Mitglied des Kuratoriums (ab 08.11.2024),,Freiheit für die Westsahara e.V.,,,,1733320165,,,29230,Außenpolitik und internationale Beziehungen
79483,Mitglied des Politischen Beirates (ab 05.09.2022),,Wirtschaftsforum der SPD e.V.,,,,1731668959,,,29230,"Politisches Leben, Parteien|Wirtschaft"
146360,Übernahme von Reisekosten,Einkommen im Jahr 2024,Friedrich-Naumann-Stiftung für die Freiheit (FNF),2,3927.51,,1731668463,2024-01-01,2024-12-31,29232,"Politisches Leben, Parteien"
146360,Beteiligung,,WELA Grundbesitzgesellschaft mbH,,,,1731668297,,,29231,"Raumordnung, Bau- und Wohnungswesen"
