politician_id,job_title,job_title_extra,organization,income_level,income,interval,created,date_start,date_end,category,topics
145904,Steuerberater - Mandant 41716,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,10785.27,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41656,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5631.75,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41667,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,23331.14,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41660,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,14468.6,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41634,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,3909.79,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41132,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,13255.76,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41610,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7948.01,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41534,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,16645.3,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42060,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,16311.1,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40509,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6215.09,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41346,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,8017.01,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41129,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,23958.75,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41230,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,8650.98,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40979,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,11201.45,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40744,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3318.21,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40795,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,13375.97,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40616,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1874.03,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40837,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,26809.88,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41316,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,9994.94,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41468,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,9755.77,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41785,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4264.73,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40721,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6288.46,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41400,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,19738.52,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41289,Einkommen im Jahr 2024,Steuerberater - freiberuflich,6,74435.95,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40495,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3426.56,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41120,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5945.5,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41094,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,20326.53,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40732,Einkommen im Jahr 2024,Steuerberater - freiberuflich,7,82810.42,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41026,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,10029.22,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41007,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,14062.97,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40492,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5554.02,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40468,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,28795.07,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40481,Einkommen im Jahr 2024,Steuerberater - freiberuflich,5,31413.73,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40396,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,11058.82,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40386,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5021.42,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40374,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1023.4,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40290,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,11495.85,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40233,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7479.01,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41073,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,3568.59,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41449,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,4081.7,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40577,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1511.3,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41459,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,2613.36,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41511,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1209.28,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40191,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6826.68,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41035,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,9248.92,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41686,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1583.06,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41350,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3071.99,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41732,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,3828.11,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41684,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,14069.03,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41388,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,1110.86,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41718,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6358.17,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41493,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,10312.42,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41683,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6500.39,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40609,Einkommen im Jahr 2024,Steuerberater - freiberuflich,5,36511.52,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41525,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,10341.96,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41776,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,20325.85,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41497,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7651.64,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40522,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,6602.84,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42055,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,9115.91,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42071,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,13269.93,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40576,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3019.57,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41454,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,9831.66,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41142,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,27772.94,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40693,Einkommen im Jahr 2024,Steuerberater - freiberuflich,5,42954.72,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41422,Einkommen im Jahr 2024,Steuerberater - freiberuflich,8,114030.68,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42473,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,3617.2,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41179,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,14380.3,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 41444,Einkommen im Jahr 2024,Steuerberater - freiberuflich,2,5355.72,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40821,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,17687.85,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 42164,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,15308.05,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40580,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7033.65,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40441,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,8442.94,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40375,Einkommen im Jahr 2024,Steuerberater - freiberuflich,1,3353.49,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40304,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,7710.94,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40310,Einkommen im Jahr 2024,Steuerberater - freiberuflich,5,35886.35,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
145904,Steuerberater - Mandant 40234,Einkommen im Jahr 2024,Steuerberater - freiberuflich,3,13649.97,,1716469697,2024-01-01,2024-12-31,29647,Wirtschaft
79254,Mitglied des Kuratoriums ,,Max-Planck-Institut für Plasmaphysik (IPP),,,,1716451352,,,29230,"Wissenschaft, Forschung und Technologie"
79254,Member of the Board of Directors (bis 31.03.2024) ,,Plagazi AB,,,,1716451180,,,29228,Umwelt|Energie
79254,Member of Advisory Board ,,Turn2X GmbH,,,,1716450939,,,29228,Energie|Umwelt
79254,Unternehmensberater,,Clean World Hydrogen Consulting,,,,1716450768,,,29647,Wirtschaft
79254,"Of Counsel/Rechtsanwalt, selbstständig ",,SNP Schlawien Partnerschaft mbB Rechtsanwälte Steuerberater,,,,1716450622,,,29647,Recht|Wirtschaft
79266,Mitglied des Politischen Beirates (ab 05.09.2022) ,,Wirtschaftsforum der SPD e.V.,,,,1716449750,,,29230,"Politisches Leben, Parteien|Wirtschaft"
78856,"Mitglied des Beirates, ehrenamtlich (ab 08.04.2024) ",,Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS),,,,1716449487,,,29230,Wirtschaft
67018,Übernahme von Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,8366.18,,1716448991,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
175512,Mitglied des Verwaltungsrates,Einkommen im Jahr 2024,Kreditanstalt für Wiederaufbau (KfW),2,6955.0,,1716384395,2024-01-01,2024-12-31,29229,"Finanzen|Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft"
146804,Mitglied des Rundfunkrates (ab 01.06.2024),,Deutsche Welle,,458.34,1,1715939239,,,29229,"Medien, Kommunikation und Informationstechnik|Medien"
122157,"Vortragstätigkeit - Autorenveranstaltung, 2023 „Sagen was Sache ist“ auf der MS Europa 2",Einkommen im Jahr 2023,TV 21 GmbH,1,3411.3,,1715938977,2023-01-01,2023-12-31,29647,"Medien|Medien, Kommunikation und Informationstechnik"
122157,"Vortragstätigkeit - Autorenveranstaltung, 2023 „Sagen, was Sache ist“, Lesung am 19.09.2023",Einkommen im Jahr 2023,Allgemeine WohnungsbauGenossenschaft Güstrow - Parchim und Umgebung eG,1,2380.0,,1715938793,2023-01-01,2023-12-31,29647,"Raumordnung, Bau- und Wohnungswesen"
79011,"Mitglied des Beirates, ehrenamtlich (ab 08.04.2024) ",,HateAid gemeinnützige GmbH,,,,1715938164,,,29228,"Gesellschaftspolitik, soziale Gruppen"
149539,"Mitglied der Mitgliederversammlung, ehrenamtlich (ab 15.04.2024) ",,Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE),,,,1715937793,,,29230,"Entwicklungspolitik|Humanitäre Hilfe|Gesellschaftspolitik, soziale Gruppen"
175649,Übernahme Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,8665.57,,1715850710,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
175904,Geschäftsführender Gesellschafter,Einkommen ab 01.05.2023,Küchen- und Granitvertriebsgesellschaft Schattner mbH,1,3149.2,1,1715757173,2023-05-01,,29647,Wirtschaft
175760,Übernahme von Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,7758.25,,1715756075,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
78867,Mitglied des Parlamentarischen Beirates (bis 08.05.2024),,Deutsche Unternehmensinitiative Energieeffizienz e.V. (DENEFF),,,,1715755925,,,29230,Energie|Wirtschaft
79214,Mitglied des Aufsichtsrates (bis 16.06.2022),Einkommen im Jahr 2024,Die Autobahn GmbH des Bundes,1,2287.67,,1715755539,2024-01-01,2024-12-31,29228,Verkehr|Staat und Verwaltung
79073,Mitglied des Vorstandes,,Kulturforum der Sozialdemokratie,,,,1715755088,,,29230,Kultur
79073,"Mitglied des Denkmalbeirates, ehrenamtlich",,Rheingau-Taunus-Kreis,,,,1715754967,,,29229,Staat und Verwaltung
79073,"Mitglied des Beirates, ehrenamtlich",,Gedenkstätte Hadamar,,,,1715754734,,,29229,Kultur
79073,"Mitglied der Jury des Deutschen Kurzfilmpreises, ehrenamtlich",,Die Beauftragte der Bundesregierung für Kultur und Medien,,,,1715754670,,,29229,Kultur|Medien
79073,Mitglied des Verwaltungsrates,,Deutsche Welle,,,,1715754615,,,29229,"Medien|Medien, Kommunikation und Informationstechnik"
79073,"Mitglied der Nationalen Plattform Bildung für nachhaltige Entwicklung, ehrenamtlich",,Bundesministerium für Bildung und Forschung (BMBF),,,,1715754543,,,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
79073,"Vorsitzender der Gesellschafterversammlung, ehrenamtlich",,TELC gemeinnützige GmbH,,,,1715754415,,,29228,Bildung und Erziehung
145862,Generalsekretär (bis 06.05.2025),,CDU Landesverband Mecklenburg-Vorpommern,,500.0,1,1715679235,,,29647,"Politisches Leben, Parteien"
79455,Mitglied des Aufsichtsrates,Einkommen im Jahr 2024,Hüttenwerke Krupp Mannesmann GmbH,,450.0,,1715679158,2024-01-01,2024-12-31,29228,Wirtschaft
135929,"Vorsitzender, ehrenamtlich (ab 16.04.2024)",,Wirtschaftskreis der freien Demokraten,,,,1715678683,,,29230,"Wirtschaft|Politisches Leben, Parteien"
79364,Mitglied des Aufsichtsrates (ab August 2022),Einkommen im Jahr 2024,DB InfraGO AG (vormals DB Netz AG),3,7700.0,,1715678389,2024-01-01,2024-12-31,29228,Verkehr
146325,Steuerberater - Mandant 89 - Steuerberatung,Einkommen im Jahr 2024,Steuerberater - freiberuflich,4,15357.0,,1715677752,2024-01-01,2024-12-31,29647,Wirtschaft
118538,Mitglied des Zukunftsrates (ab 01.01.2023),Einkommen im Jahr 2024,Verband der Sparda-Banken e.V.,1,2000.0,,1715677692,2024-01-01,2024-12-31,29230,Finanzen
78932,Vorsitzender des Distributionsausschusses (ab 22.03.2024),,Deutsche Welle,,,,1715673541,,,29229,"Medien|Medien, Kommunikation und Informationstechnik"
78932,Mitglied des Rundfunkrates (ab 22.03.2024),,Deutsche Welle,,,,1715673457,,,29229,"Medien|Medien, Kommunikation und Informationstechnik"
175626,Übernahme von Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,2,6086.02,,1715588090,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
175505,Mitglied des Aufsichtsrates,Einkommen im Jahr 2024,ENERVIE - Südwestfalen Energie und Wasser AG,1,1045.0,,1715071894,2024-01-01,2024-12-31,29228,Energie
175390,Tickets für den Handelsimmobilienkongress,Einkommen im Jahr 2024,Handelsverband Deutschland - HDE e.V.,1,3190.0,,1715071476,2024-01-01,2024-12-31,29232,Wirtschaft
120284,"Mitglied des Kuratoriums, ehrenamtlich (ab Mai 2023)",,Fridtjof-Nansen-Akademie für politische Bildung im Weiterbildungszentrum Ingelheim gemeinnützige GmbH,,,,1715071160,,,29228,"Bildung und Erziehung|Politisches Leben, Parteien"
175737,Mitglied des Kreistages,Einkommen im Jahr 2024,Landkreis Mansfeld-Südharz,,64.0,,1714979802,2024-01-01,2024-12-31,29229,Staat und Verwaltung
175737,"Geschäftsführer, selbstständig - LVM Landwirtschaftlicher Versicherungsverein Münster a.G. (Vertragspartner)",Einkommen im Jahr 2024,LVM-Agentur Ingo Bodtke,5,36013.63,,1714979753,2024-01-01,2024-12-31,29647,Finanzen
146775,Übernahme von Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,3751.9,,1714747475,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
78932,Übernahme von Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,3839.63,,1714747390,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79103,"Vorsitzender des Nachhaltigkeitsbeirates, ehrenamtlich",,Eintracht Frankfurt Fußball AG,,,,1714746937,,,29228,"Sport, Freizeit und Tourismus|Sport"
145844,Mitglied der Verbandsversammlung,Einkommen im Jahr 2023,Verband Region Rhein-Neckar,,900.0,,1714746473,2023-01-01,2023-12-31,29229,Staat und Verwaltung
145844,Mitglied des Kreistages,Einkommen im Jahr 2023,Rhein-Neckar-Kreis,2,3760.0,,1714746327,2023-01-01,2023-12-31,29229,Staat und Verwaltung
145844,Übernahme von Reisekosten,Einkommen im Jahr 2023,DP World,2,6081.63,,1714745972,2023-01-01,2023-12-31,29232,Außenwirtschaft|Wirtschaft|Verkehr
79268,"Mitglied des Politischen Beirates, ehrenamtlich ",,Wirtschaftsforum der SPD e.V.,,,,1714745553,,,29230,"Politisches Leben, Parteien|Wirtschaft"
79268,"Mitglied des Senats, ehrenamtlich",,Arbeitsgemeinschaft industrieller Forschungsvereinigungen „Otto von Guericke“ e.V. (AiF),,,,1714745500,,,29230,"Wissenschaft, Forschung und Technologie|Forschung"
175527,Mitglied des Parlamentarischen Beirates (ab 21.02.2022) ,,Bundesverband eMobilität e.V.,,,,1714745204,,,29230,Verkehr|Energie|Umwelt
175541,Mitglied des Stadtrates (bis 31.07.2024),Einkommen im Jahr 2024,Stadt Chemnitz,,917.5,,1714743085,2024-01-01,2024-12-31,29229,Staat und Verwaltung
175480,Mitglied des Verwaltungsrates,Einkommen im Jahr 2024,Kreissparkasse Syke,,510.0,,1714638081,2024-01-01,2024-12-31,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
175480,Mitglied des Verwaltungsrates,,Kreissparkasse Syke,,,,1714638020,,,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
175584,Mitglied des Kuratoriums,,Hochschule Coburg,,,,1714467324,,,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
152755,Mitglied des Verwaltungsrates,,Kreditanstalt für Wiederaufbau (KfW),,,,1714467203,,,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
175464,Mitglied des Aufsichtsrates (ab 18.11.2022),Einkommen im Jahr 2024,Lausitz Energie Bergbau AG,,892.5,,1714467074,2024-01-01,2024-12-31,29228,Energie
78818,Rechtsanwalt - Mandant 8 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,2348.0,,1714466942,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 7 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1435.0,,1714466921,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 6 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1463.0,,1714466897,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 5 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1228.0,,1714466878,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 4 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1375.0,,1714466857,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 3 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1515.0,,1714466836,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 2 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,2,4799.0,,1714466814,2024-01-01,2024-12-31,29647,Recht
78818,Rechtsanwalt - Mandant 1 - Privatbereich,Einkommen im Jahr 2024,Rechtsanwalt - freiberuflich,1,1500.0,,1714466790,2024-01-01,2024-12-31,29647,Recht
29256,Rechtsanwalt,Einkommen im Jahr 2023,avocado rechtsanwälte,3,7500.0,,1714466016,2023-01-01,2023-12-31,29647,Recht
79032,Mitglied des Vorstandes (bis 18.09.2025),,Wachstumsregion Ems-Achse e.V.,,,,1714375964,,,29230,Wirtschaft
175425,Beisitzer des Vorstandes,,Akademie für Kommunalpolitik Hessen e.V.,,,,1714375749,,,29230,"Politisches Leben, Parteien"
175425,Stellv. Mitglied des Stiftungsrates (bis 10.04.2024),,Bundesstiftung Gleichstellung,,,,1714375685,,,29229,"Gesellschaftspolitik, soziale Gruppen"
141323,Übernahme der Reisekosten,Einkommen im Jahr 2024,ELNET Deutschland e.V.,2,3952.25,,1714375497,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
79404,"Mitglied des Kuratoriums, ehrenamtlich",,Technische Hochschule Augsburg (vormals Hochschule Augsburg),,,,1714375084,,,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
79404,"Mitglied des HSA_funkenwerk Gründungsbeirat, ehrenamtlich",,Technische Hochschule Augsburg (vormals Hochschule Augsburg),,,,1714375053,,,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
79404,"Vorsitzender des HSA_innos Beirates (Institut für innovative Sicherheit), ehrenamtlich",,Technische Hochschule Augsburg (vormals Hochschule Augsburg),,,,1714374929,,,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
147328,Vorsitzender des Aufsichtsrates (bis 06.05.2025),,Gesellschaft für Anlagen- und Reaktorsicherheit gemeinnützige GmbH (GRS),,,,1714133422,,,29228,"Wissenschaft, Forschung und Technologie|Energie|Reaktorsicherheit"
147328,Vorsitzender des Aufsichtsrates (bis 06.05.2025),,Bundesgesellschaft für Endlagerung mbH (BGE),,,,1714133318,,,29228,"Energie|Umwelt|Wirtschaft|Wissenschaft, Forschung und Technologie|Technologiefolgenabschätzung|Reaktorsicherheit"
147328,Vorsitzender des Aufsichtsrates (bis 06.05.2025),,BGZ Gesellschaft für Zwischenlagerung mbH,,,,1714133237,,,29228,Reaktorsicherheit|Energie
164996,Übernahme Reisekosten,Einkommen im Jahr 2024,Robert Bosch Stiftung GmbH,3,7834.64,,1714057793,2024-01-01,2024-12-31,29232,"Gesellschaftspolitik, soziale Gruppen"
175394,Vorsitzende des Kreistages,Einkommen im Jahr 2023,Landkreis Leer,,417.0,,1714057500,2023-01-01,2023-12-31,29229,Staat und Verwaltung
175394,Vorsitzende des Kreistages,Einkommen im Jahr 2022,Landkreis Leer,,610.0,,1714057484,2022-01-01,2022-12-31,29229,Staat und Verwaltung
175394,Vorsitzende des Kreistages,,Landkreis Leer,,195.0,1,1714057441,,,29229,Staat und Verwaltung
175394,Mitglied des Aufsichtsrates (ab 01.03.2023),Einkommen im Jahr 2023,DB InfraGO (vormals DB Station&Service AG),,400.0,,1714056955,2023-01-01,2023-12-31,29228,Verkehr
175593,Mitglied des Vorstandes,,Institut Solidarische Moderne e.V.,,,,1714056434,,,29230,"Politisches Leben, Parteien|Gesellschaftspolitik, soziale Gruppen"
79247,"Mitglied des Politischen Beirates, ehrenamtlich (05.09. 2023 bis 26.04.2024) ",,Wirtschaftsvereinigung der Grünen e.V.,,,,1714056270,,,29230,"Politisches Leben, Parteien|Wirtschaft"
79247,"Mitglied des Stiftungsrates, ehrenamtlich, von Amts wegen (ab 24.01.2022) ",,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1714056160,,,29230,"Gesellschaftspolitik, soziale Gruppen"
