politician_id,name,party,occupation,year_of_birth,field_title,sex,education
78914,Klaus-Peter Willsch,CDU/CSU,MdB,1961.0,,m,Dipl. Volkswirt
146824,Natalie Pawlik,SPD,MdB,1992.0,,f,Geschichts- und Kulturwissenschaften B.A.
79237,Markus Koob,CDU/CSU,MdB,1977.0,,m,Studium der Politikwissenschaften
78840,Bettina Müller,SPD,MdB,1959.0,,f,"Krankenschwester, Rechtsanwältin"
78881,Michael Brand,CDU/CSU,Mitglied Deutscher Bundestag,1973.0,,m,"Studium der Politikwissenschaft, Geschichte und Rechtswissenschaft"
175425,Felix Döring,SPD,MdB,1991.0,,m,Gymnasiallehrer
79036,Dagmar Schmidt,SPD,MdB,1973.0,,f,Historikerin
78884,Sören Bartol,SPD,MdB,1974.0,,m,Diplom-Politologe
79376,Edgar Franke,SPD,MdB,1960.0,,m,Jurist
79042,Michael Roth,SPD,"MdB, Vorsitzender des Auswärtigen Ausschusses",1970.0,,m,Diplom-Politologe
146823,Esther Dilcher,SPD,MdB,1965.0,,f,Juristin
78793,Yvonne Magwas,CDU/CSU,MdB,1979.0,,f,Diplom Soziologin
176762,Matthias Moosdorf,AfD,MdB,1965.0,,m,Diplom
31274,Thomas Dietz,AfD,Bundestagsabgeordneter,1967.0,,m,
165157,Mike Moncsek,AfD,Mitarbeiter im EU-Parlament,1964.0,,m,Kfz-Mechaniker
79483,Detlef Müller,SPD,MdB,1964.0,,m,Lokomoticführer
175907,Carolin Bachmann,AfD,MdB,1988.0,,f,ausgebildete Investmendfondsmanagerin Bachelor Business Administration
30936,Lars Rohwer,CDU/CSU,MdB,1972.0,,m,Bankkaufmann
175869,Markus Reichel,CDU/CSU,Selbstständiger Unternehmer,1968.0,Dr.,m,Promovierter Wirtschaftsmathematiker
175967,Steffen Janich,AfD,MdB,1971.0,,m,Polizeibeamter
145755,Tino Chrupalla,AfD,MdB,1975.0,,m,Maler- und Lackierermeister
145754,Karsten Hilse,AfD,MdB,1964.0,,m,Waffenmeister
175902,Barbara Benkstein,AfD,Wissenschaftliche Referentin,1982.0,,f,Bibliothekarin (Diplom)
175916,Edgar Naujok,AfD,Unternehmer,1960.0,,m,DV Kaufmann
146117,Sören Pellmann,Die Linke.,Bundestagabgeordneter,1977.0,,m,"Studium Rechtswissenschaft, Lehramt an Förderschulen"
118790,Jens Lehmann,CDU/CSU,MdB,1967.0,,m,Instandhaltungsmechaniker und staatl. geprüfter Erzieher
168306,René Bochmann,AfD,MdB,1969.0,,m,Bürokaufmann
145878,Paul Ziemiak,CDU/CSU,MdB,1985.0,,m,
175894,Florian Müller,CDU/CSU,MdB,1987.0,,m,Bachelor of Arts Arbeitsmarktmanagement und Master of Arts
78855,Volkmar Klein,CDU/CSU,Mitglied des Deutschen Bundestages,1960.0,,m,Diplom-Volkswirt
118559,Friedrich Merz,CDU/CSU,MdB,1955.0,,m,Rechtsanwalt
145879,Hans-Jürgen Thies,CDU/CSU,"MdB, Rechtsanwalt",1955.0,,m,Studium der Rechtswissenschaften
78960,Michael Thews,SPD,MdB,1964.0,,m,Diplom Chemie-Ingenieur
78859,Oliver Kaczmarek,SPD,MdB,1970.0,,m,1. Staatsexamen für Lehrämter der Sekundarstufen II und I
79077,Sabine Poschmann,SPD,MdB,1968.0,,f,Betriebswirtin (VWA)
175443,Jens Peick,SPD,MdB,1981.0,,m,Diplom Verwaltungswirt (FH)
79118,Michelle Müntefering,SPD,MdB,1980.0,,f,Journalistin
79018,Axel Schäfer,SPD,MdB,1952.0,,m,Studieninstitut für kommunale Verwaltung (Fachhochschule)
175404,Axel Echeverria,SPD,MdB,1980.0,,m,Historiker
175505,Timo Schisanowski,SPD,MdB,1981.0,,m,Wirtschaftsjurist
130418,Jürgen Berghahn,SPD,MdL,1960.0,,m,Elektroinstallateur
79080,Achim Post,SPD,MdB,1959.0,,m,Diplom-Soziologe
78999,Stefan Schwartze,SPD,MdB,1974.0,,m,Industriemechaniker
146813,Wiebke Esdar,SPD,MdB,1984.0,Dr.,f,Promovierte Psychologin
79434,Ralph Brinkhaus,CDU/CSU,MdB,1968.0,,m,"Diplom-Ökonom, Steuerberater"
130301,Henning Rehbaum,CDU/CSU,MdB,1973.0,,m,Dipl.-Betriebswirt (FH)
79240,Maria Klein-Schmeink,BÜNDNIS 90/­DIE GRÜNEN,MdB,1958.0,,f,Soziologin
79249,Anja Karliczek,CDU/CSU,MdB,1971.0,,f,Diplom-Kauffrau
145874,Marc Henrichmann,CDU/CSU,MdB,1976.0,,m,Volljurist
175831,Anne König,CDU/CSU,MdB,1984.0,,f,Gesamtschulrektorin
79359,Michael Gerdes,SPD,MdB,1960.0,,m,"Bergmann, Elektrohauer"
78993,Jens Spahn,CDU/CSU,MdB,1980.0,,m,Bankkaufmann
136824,Markus Töns,SPD,MdB,1964.0,,m,M.A. Politikwissenschaften
175407,Brian Nickholz,SPD,MdB,1989.0,,m,Industriekaufmann
78998,Frank Schwabe,SPD,MdB,1970.0,,m,Gästeführer
79322,Matthias Hauer,CDU/CSU,"Bundestagsabgeordneter, Rechtsanwalt",1977.0,,m,"Volljurist, Fachanwalt für Bank- und Kaptitalmarktrecht"
79313,Dirk Heidenblut,SPD,MdB,1961.0,,m,Geschäftsführer beim Arbeiter-Samariter-Bund
175491,Sebastian Fiedler,SPD,MdB,1973.0,,m,
78938,Dirk Vöpel,SPD,MdB,1971.0,,m,
78834,Mahmut Özdemir,SPD,"Rechtsreferendar (beurlaubt), MdB",1987.0,,m,
79455,Bärbel Bas,SPD,MdB,1968.0,,f,Personalmanagement-Ökonomin (VWA)
175438,Jan Dieren,SPD,MdB,1991.0,,m,Jurist
145872,Stefan Rouenhoff,CDU/CSU,MdB,1978.0,,m,"Ausgebildeter Bauzeichner, Diplom-Volkswirt, Politikwissenschaftler (MA)"
175871,Martin Plum,CDU/CSU,MdB,1982.0,Dr.,m,Richter am Arbeitsgericht a.D.
79307,Ansgar Heveling,CDU/CSU,MdB,1972.0,,m,Studium der Rechts- und Verwaltungswissenschaften
79227,Günter Krings,CDU/CSU,MdB,1969.0,Dr.,m,Studium der Rechtswissenschaften
78870,Hermann Gröhe,CDU/CSU,MdB,1961.0,,m,Studium der Rechtswissenschaften
79064,Andreas Rimkus,SPD,Mitglied des Deutschen Bundestages,1962.0,,m,Elektromeister in der Energiewirtschaft
79277,Thomas Jarzombek,CDU/CSU,MdB,1973.0,,m,IT-Berater
79446,Peter Beyer,CDU/CSU,MdB,1970.0,,m,Studium der Rechtswissenschaften
175862,Klaus Wiener,CDU/CSU,MdB,1962.0,Dr.,m,"Ausbildung zum Energieanlagenelektroniker, Studium und Promotion im Fach Volkswirtschaftslehre"
147327,Ingo Schäfer,SPD,MdB,1965.0,,m,"Betriebsschlosser, Feuerwehrmann, Personalrat"
146804,Helge Lindh,SPD,,,,m,
79215,Karl Lauterbach,SPD,"Bundesminister für Gesundheit, MdB",1963.0,Prof. Dr.,m,
145871,Hermann-Josef Tebroke,CDU/CSU,MdB,1964.0,Dr.,m,Studium der Betriebswirtschaftslehre
145870,Carsten Brodesser,CDU/CSU,MdB,1967.0,Dr.,m,Diplom-Volkswirt
79043,Norbert Röttgen,CDU/CSU,MdB,1965.0,Dr.,m,Studium der Rechtswissenschaften
78916,Elisabeth Winkelmeier-Becker,CDU/CSU,MdB,1962.0,,f,"Studium der Rechtswissenschaften, Richterin am Amtsgericht a.D."
175599,Katrin Uhlig,BÜNDNIS 90/­DIE GRÜNEN,MdB,1982.0,,f,
78838,Rolf Mützenich,SPD,MdB,1959.0,Dr.,m,Poltikwissenschaftler
145948,Sven Lehmann,BÜNDNIS 90/­DIE GRÜNEN,MdB,1979.0,,m,Politikwissenschaftler (M.A.)
175489,Sanae Abdi,SPD,MdB,1986.0,,f,
78825,Detlef Seif,CDU/CSU,MdB,1962.0,,m,Studium der Rechtswissenschaften
79242,Georg Kippels,CDU/CSU,MdB,1959.0,Dr.,m,Rechtsanwalt
79071,Thomas Rachel,CDU/CSU,MdB,1962.0,,m,"Studium der Politologie, der Geschichte und des Staatsrechts"
79106,Wilfried Oellers,CDU/CSU,MdB,1975.0,,m,Rechtsanwalt
146801,Claudia Moll,SPD,MdB,1968.0,,f,"staatlich anerkannte examinierte Altenpflegerin, Fachkraft für Gerontopsychiatrie"
78850,Gesine Lötzsch,Die Linke.,MdB,1961.0,Dr.,f,Philologin
117510,Mario Czaja,CDU/CSU,MdB,1975.0,,m,Diplom-Betriebswirt
79334,Gregor Gysi,Die Linke.,MdB,1948.0,,m,Rechtsanwalt
117431,Canan Bayram,BÜNDNIS 90/­DIE GRÜNEN,"MdB, selbstständige Rechtsanwältin",1966.0,,f,Juristin
175431,Hakan Demir,SPD,MdB,1984.0,,m,Politikwissenschaftler
175456,Kevin Kühnert,SPD,MdB,1989.0,,m,
117519,Michael Müller,SPD,MdB,1964.0,,m,kaufmännische Lehre
123288,Thomas Heilmann,CDU/CSU,"MdB, Mitglied im Fraktionsvorstand von CDU/CSU",1964.0,,m,Studium der Rechtswissenschaften
175433,Helmut Kleebank,SPD,MdB,1964.0,,m,"Lehramt (Mathematik, Physik), Krankenpfleger"
79346,Monika Grütters,CDU/CSU,"MdB, Staatsministerin für Kultur und Medien",1962.0,,f,"Studium der Germanistik, Kunstgeschichte und Politikwissenschaft"
117547,Stefan Gelbhaar,BÜNDNIS 90/­DIE GRÜNEN,MdB,1976.0,,m,Jurist
164996,Hanna Steinmüller,BÜNDNIS 90/­DIE GRÜNEN,MdB,1993.0,,f,Sozialwissenschaftlerin
152771,Robert Farle,fraktionslos,MdL,1950.0,,m,Jurist
78979,Dieter Stier,CDU/CSU,MdB,1964.0,,m,Dipl. Ing. agr.
79409,Karamba Diaby,SPD,MdB,1961.0,Dr.,m,Diplom-Chemiker
145732,Kay-Uwe Ziegler,AfD,MdB,1963.0,,m,Veterinäringenieur
145867,Sepp Müller,CDU/CSU,MdB,1989.0,,m,diplomierter Bankbetriebswirt
175467,Martin Kröber,SPD,MdB,1992.0,,m,
79433,Heike Brehmer,CDU/CSU,MdB,1962.0,,f,Dipl. Betriebswirtin
146793,Franziska Kersten,SPD,MdB,1968.0,Dr.,f,Tierärztin
175434,Herbert Wollmann,SPD,MdB,1951.0,Dr.,m,"Arzt, Facharzt Innere, Kardiologie, Radiologie"
146792,Hannes Walter,SPD,Mitglied des Bundestages,1984.0,,m,Duale Ausbildung als Kfz-Mechaniker und Master of Science in BWL
175464,Maja Wallstein,SPD,MdB,1986.0,,f,
175469,Mathias Papendieck,SPD,MdB,1982.0,,m,
133049,Sylvia Lehmann,SPD,MdB,1954.0,,f,Ingenieurökonomin
66924,Olaf Scholz,SPD,"Bundeskanzler der Bundesrepublik Deutschland,MdB",1958.0,,m,Rechtsanwalt
175496,Sonja Eichwede,SPD,MdB,1987.0,,f,Volljuristin
31119,Simona Koß,SPD,MdB,1961.0,,f,Lehrerin
176737,Ariane Fäscher,SPD,MdB,1968.0,,f,"Studium der Publizistik, Politik und Betriebswirtschaft, Abschluss Magister Artium"
78902,Stefan Zierke,SPD,MdB,1970.0,,m,Werkzeugmacher Reiseverkehrskaufmann und Tourismusfachwirt
175514,Wiebke Papenbrock,SPD,MdB,,,f,
140944,Uwe Schmidt,SPD,Mitglied des Bundestages,1966.0,,m,Hafenfacharbeiter
29176,Sarah Ryglewski,SPD,MdB,1983.0,,f,Diplompolitologin
136025,Frauke Heiligenstadt,SPD,MdB,1966.0,,f,Diplom-Verwaltungswirtin
136381,Christos Pantazis,SPD,MdB,1975.0,Dr.,m,Arzt
149682,Dunja Kreiser,SPD,MdB,1971.0,,f,Abwassermeisterin
78926,Bernd Westphal,SPD,MdB,1960.0,,m,"Gewerkschaftssekretär, Chemielaborant"
79133,Matthias Miersch,SPD,MdB,1968.0,Dr.,m,Jurist
29441,Johannes Schraps,SPD,MdB,1983.0,,m,"Politikwissenschaften, M.A."
79316,Hubertus Heil,SPD,"Bundesminister für Arbeit und Soziales, MdB",1972.0,,m,Politikwissenschaftler
79100,Henning Otte,CDU/CSU,MdB,1968.0,,m,"Bankkaufmann, Studium der Rechtswissenschaften"
175485,Rebecca Schamber,SPD,MdB,1975.0,,f,Diplomjuristin
175389,Adis Ahmetović,SPD,MdB,1993.0,,m,Master of Education
146784,Marja-Liisa Völlers,SPD,MdB,1984.0,,f,
175465,Manuel Gava,SPD,Vertriebs- und Verkaufsleiter Backring Nord,1991.0,,m,
175437,Jakob Blankenburg,SPD,MdB,1997.0,,m,"Politikwissenschaft, B.A."
78996,Svenja Stadler,SPD,MdB,1976.0,,f,Senior-PR-Beraterin
79241,Lars Klingbeil,SPD,"MdB, Generalsekretär",1978.0,,m,"Studium der Politischen Wissenschaft, der Soziologie und der Geschichte (M.A.)"
79141,Andreas Mattfeldt,CDU/CSU,MdB,1969.0,,m,Industriekaufmann
79239,Axel Knoerig,CDU/CSU,MdB,1967.0,,m,Magister in Politikwissenschaft mit Schwerpunkt Kommunal- und Verwaltungswissenschaften
145863,Silvia Breher,CDU/CSU,MdB,1973.0,,f,Juristin
78981,Albert Stegemann,CDU/CSU,MdB,1976.0,,m,Landwirtschaftsmeister
79345,Oliver Grundmann,CDU/CSU,MdB,1971.0,,m,"Rechtsanwalt, Chemielaborant"
175415,Daniel Schneider,SPD,,1976.0,,m,
79127,Susanne Mittag,SPD,MdB,1958.0,,f,Polizeibeamtin
79066,Dennis Rohde,SPD,MdB,1986.0,,m,Jurist
146780,Siemtje Möller,SPD,MdB,1983.0,,f,Lehrerin
79418,Gitta Connemann,CDU/CSU,MdB,1964.0,,f,"Rechtsanwältin, Verkäuferin"
79032,Johann Saathoff,SPD,MdB,1967.0,,m,Diplom-Verwaltungswirt (FH)
66491,Linda Heitmann,BÜNDNIS 90/­DIE GRÜNEN,Geschäftsführerin in der Suchtkrankenhilfe,1982.0,,f,Dipl. Politologin
175424,Falko Droßmann,SPD,MdB,1973.0,,m,"Historiker, Soldat"
175447,Johannes Arlt,SPD,MdB,1984.0,,m,"Studium der Staatswissenschaften (Dipl.-Staatsw. (univ.), Master in War Studies (M.Sc.)"
175453,Katrin Zschau,SPD,MdB,1976.0,,f,Politikwissenschaftlerin
175486,Reem Alabali Radovan,SPD,MdB,1990.0,,f,Studium der Politikwissenschaften
108661,Jessica Tatti,BSW,MdB,1981.0,,f,Sozialarbeiterin B.A.
108563,Gökay Akbulut,Die Linke.,,,,f,
108427,Bernd Riexinger,Die Linke.,"MdB, Parteivorsitzender der Partei Die Linke ",1955.0,,m,"Bankkaufmann, Gewerkschaftssekretär"
145839,Jürgen Braun,AfD,"MdB, selbstständiger Kommunikationsberater",1961.0,,m,Jurist
108924,Thomas Seitz,fraktionslos,MdB,1967.0,,m,Volljurist (Rechtsassessor)
29476,Christina Baum,AfD,MdB,1956.0,Dr.,f,Fachzahnärztin für Allgemeine Stomatologie
145844,Malte Kaufmann,AfD,MdB,1976.0,Dr.,m,Diplom-Volkswirt
108754,Marc Bernhard,AfD,MdB,,,m,"Rechtsanwalt, MBA"
145835,Dirk Spaniel,fraktionslos,MdB,1971.0,,m,Dr.-Ing. (Maschinenbau)
145840,Martin Hess,AfD,MdB,1971.0,,m,Polizeibeamter
108379,Alice Weidel,AfD,"MdB, Fraktionsvorsitzende AfD im Bundestag",1979.0,,f,Volkswirtin
175793,Rainer Semet,FDP,Berufsschullehrer,1957.0,,m,Wirtschaftsingenieur
175759,Konrad Stockmeier,FDP,Marktforscher,1977.0,,m,Diplom-Volkswirt
146416,Valentin Abel,FDP,MdB,1991.0,,m,M.Sc. Betriebswirtschaftslehre
165654,Stephan Seiter,FDP,Professor für Volkswirtschaftslehre und Quantitative Methoden,1963.0,Prof. Dr.,m,Dipl. Ökonom
146425,Christoph Hoffmann,FDP,MdB,1957.0,Dr.,m,Dr. Forest Dipl. Forstwirt
108620,Jens Brandenburg,FDP,Bundestagsabgeordneter,1986.0,Dr.,m,"Politikwissenschaftler (Dr.), Unternehmensberater"
121876,Renata Alt,FDP,MdB,1965.0,,f,Chemie-Ingenieurin
108832,Benjamin Strasser,FDP,Mitglied des Deutschen Bundestages,1987.0,,m,Jurist
118359,Florian Toncar,FDP,Mitglied des Bundestages,1979.0,,m,Jurist
119147,Pascal Kober,FDP,MdB,1971.0,,m,Studium der Evangelischen Theologie
119079,Michael Link,FDP,MdB,1963.0,,m,
120169,Judith Skudelny,FDP,,1975.0,,f,Rechtsanwältin
146043,Anja Reinalter,BÜNDNIS 90/­DIE GRÜNEN,Mitglied des Deutschen Bundestages,1970.0,Dr.,f,Professorin für Soziale Arbeit
175649,Sebastian Schäfer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1979.0,Dr.,m,Wirtschaftswissenschaftler
175626,Melis Sekmen,CDU/CSU,MdB,1993.0,,f,angehende Volkswirtin
146042,Marcel Emmerich,BÜNDNIS 90/­DIE GRÜNEN,MdB,1991.0,,m,Wissenschaftlicher Referent
164990,Ricarda Lang,BÜNDNIS 90/­DIE GRÜNEN,MdB,1994.0,,f,
79364,Matthias Gastel,BÜNDNIS 90/­DIE GRÜNEN,MdB,1970.0,,m,"Dipl.-Sozialpädagoge, -Kaufmann"
146027,Anna Christmann,BÜNDNIS 90/­DIE GRÜNEN,"MdB, Politikwissenschaftlerin",1983.0,,f,Promotion
79405,Harald Ebner,BÜNDNIS 90/­DIE GRÜNEN,MdB,1964.0,,m,Diplom-Agraringenieur
79117,Beate Müller-Gemmeke,BÜNDNIS 90/­DIE GRÜNEN,MdB,1960.0,,f,Dipl. Sozialpädagogin (FH)
29534,Sandra Detzer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1980.0,Dr.,f,Politik- und Volkswirtschaftlerin
78878,Agnieszka Brugger,BÜNDNIS 90/­DIE GRÜNEN,MdB und Stellvertretende Fraktionsvorsitzende,1985.0,,f,"Politikwissenschaft, Philosophie und Öffentliches Recht"
108581,Heike Engelhardt,SPD,MdB,1961.0,,f,"Grund. und Hauptschullehrerin, Redakteurin, Coach und Prozessbegleiterin"
175457,Kevin Leiser,SPD,MdB,1993.0,,m,Gymnasiallehrer
175419,Derya Türk-Nachbaur,SPD,MdB und Pädagogische Fachkraft,1973.0,,f,Versicherungsfachfrau
79266,Josip Juratovic,SPD,,,,m,
175521,Robin Mesarosch,SPD,MdB,1991.0,,m,
175519,Lina Seitzl,SPD,MdB,1989.0,Dr.,f,wissenschaftliche Mitarbeiterin und Hochschuldozentin
121602,Macit Karaahmetoğlu,SPD,MdB,1968.0,,m,Jurist
79474,Heike Baehrens,SPD,MdB,1955.0,,f,"Bankkauffrau, Diplom-Religionspädagogin"
121799,Parsa Marvi,SPD,MdB,1982.0,,m,Diplom-Betriebswirt (BA)
79252,Gabriele Katzmarek,SPD,MdB,1960.0,,f,Gewerkschaftssekretärin
79416,Lars Castellucci,SPD,MdB,1974.0,Prof. Dr.,m,"Professor für Nachhaltiges Management, Integrations- und Diversity Management"
146856,Jasmina Hostert,SPD,MdB,1982.0,,f,Politikwissenschaftlerin
79356,Martin Gerster,SPD,MdB,1971.0,,m,Politikwissenschaftler
146860,Leni Breymaier,SPD,MdB,1960.0,,f,Einzelhandelskauffrau
79390,Johannes Fechner,SPD,MdB,1972.0,,m,Jurist
79140,Katja Mast,SPD,MdB,1971.0,,f,Bankkauffrau
79053,Martin Rosemann,SPD,MdB,1976.0,,m,Diplom-Volkswirt
79001,Rita Schwarzelühr-Sutter,SPD,"Parlamentarische Staatssekretärin, MdB",1962.0,,f,Diplom-Betriebswirtin
108960,Nils Schmid,SPD,MdB,1973.0,,m,Jurist
79387,Saskia Esken,SPD,MdB,1961.0,,f,staatl. gepr. Informatikerin
120429,Oliver Luksic,FDP,MdB,1979.0,,m,
78888,Thomas Lutze,SPD,MdB,1969.0,,m,"Maschinenbauer, Bürokaufmann"
141210,Ates Gürpinar,Die Linke.,Angestellter,1984.0,,m,Medienwissenschaftler
146166,Susanne Ferschl,Die Linke.,MdB,1973.0,,f,"Chemielaborantin, Business Coach, Mediatorin"
79385,Klaus Ernst,BSW,MdB,1954.0,,m,Diplom-Volkswirt und Diplom-Sozialökonom
79353,Nicole Gohlke,Die Linke.,MdB,1975.0,,f,Kommunikationswissenschaftlerin
175610,Leon Eckert,BÜNDNIS 90/­DIE GRÜNEN,Bundestagsabgeordneter,1995.0,,m,Betriebswirt (B.Sc.) & Historiker (B.A.)
146013,Tina Winklmann,BÜNDNIS 90/­DIE GRÜNEN,MdB,1980.0,,f,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik
175584,Johannes Wagner,BÜNDNIS 90/­DIE GRÜNEN,Arzt in Weiterbildung zum Kinderarzt,1991.0,,m,Humanmediziner
158733,Marlene Schönberger,BÜNDNIS 90/­DIE GRÜNEN,Politikwissenschaftlerin an der LMU München,1990.0,,f,Politikwissenschaftlerin M.A.
146020,Niklas Wagener,BÜNDNIS 90/­DIE GRÜNEN,Student,1998.0,,m,Forstwirtschaft
133673,Tessa Ganserer,BÜNDNIS 90/­DIE GRÜNEN,"MdL, Queerpolitische Sprecherin, stv. Vorsitzende des Ausschusses ""Fragen des Öffentlicher Dienstes""",1977.0,,f,Diplom Ingenieurin Wald- und Forstwirtschaft
120205,Karl Bär,BÜNDNIS 90/­DIE GRÜNEN,,1985.0,,m,
178140,Saskia Weishaupt,BÜNDNIS 90/­DIE GRÜNEN,,1993.0,,f,
121977,Stefan Schmidt,BÜNDNIS 90/­DIE GRÜNEN,MdB,1981.0,,m,"Lehramt Hauptschullehrer, Schwerpunkt Sozialkunde"
120254,Lisa Badum,BÜNDNIS 90/­DIE GRÜNEN,MdB,1983.0,,f,Politikwissenschaftlerin
118494,Erhard Grundl,BÜNDNIS 90/­DIE GRÜNEN,"MdB, Sprecher für Kulturpolitik",1963.0,,m,
79408,Ekin Deligöz,BÜNDNIS 90/­DIE GRÜNEN,MdB,1971.0,,f,Diplom Verwaltungswissenschaftlerin
79294,Anton Hofreiter,BÜNDNIS 90/­DIE GRÜNEN,"MdB, Vorsitzender des Ausschusses für die Angelegenheiten der Europäischen Union",1970.0,,m,Promovierter Biologe
79041,Claudia Roth,BÜNDNIS 90/­DIE GRÜNEN,MdB,1955.0,,f,Dramaturgin
175781,Muhanad Al-Halak,FDP,MdB,1989.0,,m,Abwassermeister
134283,Thomas Hacker,FDP,MdB,1967.0,,m,"Bankkaufmann, Diplom-Kaufmann, Steuerberaterexamen"
175760,Kristine Lütke,FDP,Pflegeunternehmerin,1982.0,,f,"Dipl. Sozialpädagogin (FH), M.Sc. Gerontologin"
146407,Maximilian Funke-Kaiser,FDP,Betriebswirt,1993.0,,m,Studium der informationsorientierten BWL
146406,Andrew Ullmann,FDP,MdB,1963.0,Prof. Dr.,m,"Universitätsprofessor für Infektiologie an der Julius-Maximilians-Universität Würzburg und Facharzt für Innere Medizin, Hämatologie, internistische Onkologie und Infektiologie"
142152,Sandra Bubendorfer-Licht,FDP,Mitglied im Landesvorstand bei der FDP Bayern & Mitglied im Deutschen Bundestag der FDP,1969.0,,m,Dolmetscherin
142264,Ulrich Lechte,FDP,MdB,1977.0,,m,Betriebswirt
141981,Nicole Bauer,FDP,MdB,1987.0,,f,"Diplom-Wirtschaftsingenieurin mit Elektronik, System und Technologien (FH)"
119361,Stephan Thomae,FDP,"MdB, Rechtsanwalt",1968.0,,m,
146388,Lukas Köhler,FDP,MdB,1986.0,Dr.,m,promovierter Philosoph
134049,Karsten Klein,FDP,,1977.0,,m,Diplom Kaufmann
134052,Katja Hessel,FDP,"MdB, Parl. Staatssekretärin beim Bundesminister der Finanzen",1972.0,,f,Fachanwältin für Steuerrecht und Steuerberaterin
141323,Daniel Föst,FDP,Selbstständiger Unternehmer,1976.0,,m,Unternehmer
175922,Gerrit Huy,AfD,MdB,1953.0,,f,Dipl.-Mathematikerin
145833,Peter Felser,AfD,"MdB, Unternehmer",1969.0,,m,Diplom Pädagoge (univ.)
145808,Gerold Otten,AfD,MdB,1955.0,,m,Oberst d.R. a.D.
145830,Rainer Kraft,AfD,MdB,1974.0,Dr.,m,Promovierter Diplom-Chemiker
145806,Wolfgang Wiehle,AfD,Bundestagsabgeordneter,1964.0,,m,Diplom-Informatiker
145803,Johannes Huber,fraktionslos,MdB,1987.0,,m,Diplom-Soziologe
145823,Martin Sichert,AfD,MdB,1980.0,,m,Diplom-Kaufmann
121997,Stephan Protschka,AfD,MdB,1977.0,,m,
145817,Peter Boehringer,AfD,MdB,1969.0,,m,Diplom Informatiker und Kaufmann
175439,Jan Plobner,SPD,MdB,,,m,
175410,Carolin Wagner,SPD,MdB,1982.0,Dr.,f,Germanistin
146852,Markus Hümpfer,SPD,MdB,1992.0,,m,Ingenieur
175409,Carmen Wegge,SPD,MdB,1989.0,,f,Juristin
146847,Jörg Nürnberger,SPD,MdB,1967.0,,m,Jurist
78991,Martina Stamm-Fibich,SPD,MdB,1965.0,,f,
175522,Johannes Schätzl,SPD,MdB,1993.0,,m,Informatiker
78883,Ulrike Bahr,SPD,MdB,1964.0,,f,"Lehrerin Englisch / Geschichte, Deutsch, Musik"
146838,Andreas Mehltretter,SPD,MdB,1967.0,,m,Rechtsanwältin
79411,Sabine Dittmar,SPD,MdB,1964.0,,f,Ärztin
121738,Michael Schrodi,SPD,MdB,1977.0,,m,"Gymnasiallehrer für Deutsch, Geschichte und Sozialkunde"
79026,Marianne Schieder,SPD,MdB,1962.0,,f,Juristin
78970,Claudia Tausend,SPD,MdB,1964.0,,f,Diplom in Wirtschafts- und Sozialgeographie
141311,Christoph Schmid,SPD,MdB,,,m,
79320,Gabriela Heinrich,SPD,Bundestagsabgeordnete,1963.0,,f,Dipl.-Medienberaterin
79051,Bernd Rützel,SPD,MdB,1968.0,,m,Technischer Oberamtsrat a.D.
79331,Rita Hagl-Kehl,SPD,MdB,,,f,
146839,Sebastian Roloff,SPD,MdB,1983.0,,m,Jurist
79223,Anette Kramme,SPD,MdB,1967.0,,f,Rechtsanwältin
78821,Carsten Träger,SPD,MdB,1973.0,,m,Diplom-Kommunikationswirt
79234,Bärbel Kofler,SPD,MdB,1967.0,Dr.,f,"Sprachwissenschaftlerin, Dipl. Informatikerin (FH), Bankkauffrau"
78816,Alexander Ulrich,BSW,Gewerkschaftssekretär,1971.0,,m,Werkzeugmacher
146003,Misbah Khan,BÜNDNIS 90/­DIE GRÜNEN,Bildungsreferentin im Landesjugendamt RLP im Bereich religiös begründete Radikalisierung,1989.0,,f,Politikwissenschaftlerin
175537,Armin Grau,BÜNDNIS 90/­DIE GRÜNEN,"Arzt, MdB",1959.0,Prof. Dr.,m,Neurologe
79046,Corinna Rüffer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1975.0,,f,
79193,Tobias Lindner,BÜNDNIS 90/­DIE GRÜNEN,MdB,1982.0,Dr.,m,Technischer Diplom-Volkswirt
79040,Tabea Rößner,BÜNDNIS 90/­DIE GRÜNEN,MdB,1966.0,,f,Musikwissenschaftlerin (M.A.) und Journalistin
120284,Manuel Höferlin,FDP,MdB,1973.0,,m,Rechtswissenschaftler
110218,Sandra Weeser,FDP,MdB,1969.0,,f,Betriebswirtin
146383,Mario Brandenburg,FDP,MdB,1983.0,,m,Wirtschaftsinformatik (M.Sc.)
146378,Carina Konrad,FDP,MdB,1982.0,,f,Diplom Agraringenieurin (FH)
110052,Volker Wissing,fraktionslos,"Bundesminister für Digitales und Verkehr sowie Justiz, MdB, Generalsekretär der FDP",1970.0,Dr.,m,Rechtsanwalt
175904,Bernd Schattner,AfD,Geschäftsführer,1968.0,,m,Verwaltungsfachangestellter
145789,Andreas Bleck,AfD,,1988.0,,m,
145791,Nicole Höchst,AfD,MdB,1970.0,,f,Lehrerin
145795,Sebastian Münzenmaier,AfD,"MdB, Fraktionsgeschäftsführer",1989.0,,m,
