fraktion,redner_id,vorname,nachname,anzahl_reden,wortanzahl_gesamt
SPD,11004412,Svenja,Stadler,17,10325
SPD,11005054,Ariane,Fäscher,18,10278
SPD,11003758,Martin,Gerster,13,10132
SPD,11005208,Christoph,Schmid,15,10079
SPD,11004226,Wolfgang,Hellmich,16,9829
SPD,11004949,Isabel,Mackensen-Geis,19,9651
SPD,11004317,Frank,Junge,14,9609
SPD,11005231,Nadja,Sthamer,23,9487
SPD,11005161,Michael,Müller,14,9452
SPD,11004287,Rita,Hagl-Kehl,17,9408
SPD,11005213,Christian,Schreider,17,9302
SPD,11004359,Michelle,Müntefering,13,9267
SPD,11005199,Ingo,Schäfer,15,9241
SPD,11004267,Saskia,Esken,11,9158
SPD,11004605,Christian,Petry,14,8956
SPD,11005043,Felix,Döring,14,8721
SPD,11005211,Daniel,Schneider,15,8578
SPD,11005040,Martin,Diedenhofen,15,8496
SPD,11004878,Uwe,Schmidt,11,8492
SPD,11003199,Dietmar,Nietan,13,8470
SPD,11004844,Josephine,Ortleb,20,8311
SPD,11004387,Andreas,Rimkus,14,8289
SPD,11005135,Bettina,Lugk,12,7978
SPD,11003782,Josip,Juratovic,13,7969
SPD,11005154,Matthias David,Mieves,15,7860
SPD,11005046,Axel,Echeverria,13,7846
SPD,11005122,Andreas,Larem,16,7823
SPD,11004824,Falko,Mohrs,15,7697
SPD,11003213,Michael,Roth,11,7577
SPD,11005116,Martin,Kröber,14,7327
SPD,11005207,Timo,Schisanowski,19,7033
SPD,11005120,Sarah,Lahrkamp,13,6856
SPD,11005175,Wiebke,Papenbrock,10,6801
SPD,11004639,Jürgen,Coße,10,6526
SPD,11005302,Emily,Vontz,10,6347
SPD,11004953,Sylvia,Lehmann,12,6292
SPD,11004397,Udo,Schiefner,11,6198
SPD,11005023,Jürgen,Berghahn,12,6175
SPD,11003838,Marianne,Schieder,11,5924
SPD,11004377,Sabine,Poschmann,13,5673
SPD,11004423,Claudia,Tausend,9,5314
SPD,11004386,Daniela,De Ridder,17,5079
SPD,11003804,Katja,Mast,15,4963
SPD,11005124,Kevin,Leiser,10,4848
SPD,11004325,Gabriele,Katzmarek,10,4699
SPD,11004381,Martin,Rabanus,11,4692
SPD,11005009,Dagmar,Andres,10,4307
SPD,11005304,Dirk-Ulrich,Mende,7,4216
SPD,11005310,Nadine,Ruf,7,4089
SPD,11003440,Kerstin,Griese,5,3814
SPD,11004261,Sabine,Dittmar,5,3808
SPD,11004393,Johann,Saathoff,6,3731
SPD,11004433,Dirk,Vöpel,7,3667
SPD,11004124,Aydan,Özoğuz,6,3366
SPD,11004358,Bettina,Müller,6,3304
SPD,11005306,Ana-Maria,Trăsnea,6,3262
SPD,11004825,Claudia,Moll,7,3180
SPD,11004103,Thomas,Lutze,8,2676
SPD,11005101,Rainer Johannes,Keller,5,2628
SPD,11003797,Karl,Lauterbach,6,2594
SPD,11004150,Stefan,Schwartze,7,2409
SPD,11005179,Andreas,Philippi,3,2167
SPD,11004328,Cansel,Kiziltepe,3,1364
SPD,11003142,Hubertus,Heil,1,1091
SPD,11005313,Angela,Hohmann,3,1081
SPD,11005314,Heike,Heubach,2,1069
SPD,11005148,Takis,"Mehmet
                                Ali",1,945
SPD,11003732,Niels,Annen,1,855
SPD,11004368,Mahmut,Özdemir,1,841
SPD,11004713,Yasmin,Fahimi,1,710
SPD,11005243,Frank,Ullrich,1,703
SPD,11005318,Lucia,Schanbacher,1,682
SPD,11005139,Erik,"von
                                Malottki",1,588
SPD,11004033,Edgar,Franke,1,579
SPD,11004386,Daniela,"De
                    Ridder",1,577
SPD,11005006,Reem,Alabali-Radovan,1,534
SPD,11004282,Ulrich,Grötsch,1,434
SPD,999990130,Alexander,Bartz,1,413
SPD,11004826,Siemtje,Möller,1,263
SPD,999990132,Emily,Vontz,2,191
SPD,11003231,Olaf,Scholz,2,101
SPD,11004006,Bärbel,Bas,2,49
